salary_id,employer_name,location_state,location_country,location_latitude,location_longitude,job_title,job_title_category,job_title_rank,total_experience_years,employer_experience_years,annual_base_pay,signing_bonus,annual_bonus,stock_value_bonus,comments,submitted_at,total_experience_years_d
848,sacramento county,CA,US,38.58,-121.49,it analyst i,Data,1,4.0,1.0,61000.0,0.0,0.0,0,,3/21/2016 14:01,other
849,unnamed pre-series a startup,,DE,51.0,9.0,software engineer,Software,,2.0,0.0,48000.0,0.0,4000.0,0,,3/21/2016 14:01,other
850,airbnb,,,,,manager,Management,,10.0,2.0,180000.0,12000.0,,,,3/21/2016 14:01,other
852,niehs,NC,US,35.98,-78.91,software developer,Software,,2.0,1.0,68000.0,0.0,0.0,0,,3/21/2016 14:01,other
854,netspend,TX,US,30.26,-97.74,front-end developer,Web,,1.0,1.0,72000.0,0.0,5500.0,,,3/21/2016 14:01,other
855,automotive sector,,,,,software engineer,Software,,2.0,2.0,60000.0,0.0,4000.0,0,,3/21/2016 14:01,other
857,groupon,,,,,sr. engineering manager,Management,Senior,14.0,3.0,160000.0,,,"100,000",,3/21/2016 14:01,overDecade
862,google,,,,,staff software engineer,Software,,20.0,7.0,200000.0,,45000.0,"105,000",,3/21/2016 14:01,overDecade
868,ad-tech,NY,US,38.0,-97.0,senior data analyst,Data,Senior,8.0,2.0,110000.0,0.0,10000.0,pre-ipo so techniclly 0,I still can't believe people pay me to do what I would be doing for fun anyway,3/21/2016 14:02,other
869,lab126 (amazon),,,,,sde3,Software,3,26.0,1.0,155000.0,,50000.0,,RSUs Vest after 2 years. Bonus ends after 2 years.,3/21/2016 14:02,overDecade
871,open access publisher,,,,,technical architect,Other,,4.0,2.0,60000.0,0.0,0.0,1000,,3/21/2016 14:02,other
873,deka research,NH,US,42.99,-71.45,software engineer,Software,,5.0,3.0,69000.0,2000.0,3000.0,0,,3/21/2016 14:03,other
878,small consulting shop,,,,,sr consultant (software  engineer),Software,Senior,20.0,2.5,1500.0,,,na,,3/21/2016 14:03,overDecade
879,sitecrafting,,,,,web application developer,Web,,5.0,1.0,52500.0,0.0,0.0,0,Tacoma has a relatively low cost of living...but still...,3/21/2016 14:03,other
880,verizon,MA,US,42.38,-71.24,senior software engineer,Software,Senior,7.0,2.0,110000.0,,,0,,3/21/2016 14:03,other
881,instructure,,,,,software engineer,Software,,1.0,0.0,75000.0,0.0,0.0,20000,,3/21/2016 14:03,other
882,domo,UT,US,40.39,-111.78,account executive,Management,,5.0,1.0,80000.0,25000.0,140000.0,50000,,3/21/2016 14:03,other
883,hp,,BG,43.0,25.0,unix support engineer level 1,Engineering,1,1.0,1.0,5600.0,0.0,0.0,0,,3/21/2016 14:03,other
888,moven,PA,US,39.96,-75.35,software engineer,Software,,8.0,1.0,105000.0,0.0,0.0,0,Don't work here :'(,3/21/2016 14:04,other
889,insureon,,,,,sr full-stack develop,Other,Senior,7.0,1.0,85000.0,0.0,0.0,0,,3/21/2016 14:04,other
891,compas technology llc,,,,,full stack software engineer,Web,,3.0,1.0,75000.0,0.0,7500.0,0,,3/21/2016 14:04,other
892,~publicisgroupe,,,,,junior devops engineer,Engineering,Junior,5.0,1.0,33000.0,,,no,"IÛªve moved to Berlin and did not know what I can demand as salary, so I did the mistake to take the first offer, which is basically too low for this position.",3/21/2016 14:04,other
893,facebook,,,,,software engineer,Software,,2.0,0.0,145000.0,10000.0,14500.0,,,3/21/2016 14:04,other
896,aol,,,,,senior product manager,Management,Senior,3.0,1.0,120000.0,0.0,12000.0,5000,,3/21/2016 14:04,other
898,infosys,,,,,technology architect,Other,,12.0,7.0,90000.0,0.0,10.0,0,,3/21/2016 14:04,overDecade
900,minted,,,,,software intern,Software,Intern,1.0,0.0,74400.0,,,,,3/21/2016 14:05,other
902,microsoft,WA,US,47.68,-122.12,sde,Software,,5.0,1.0,115000.0,15000.0,,65000,,3/21/2016 14:05,other
908,large retailer,NY,US,40.71,-73.99,interactive designer,Other,,9.0,4.0,67000.0,0.0,0.0,0,,3/21/2016 14:05,other
909,here,,,,,software engeneer,Software,,5.0,2.0,65000.0,,10000.0,,,3/21/2016 14:05,other
910,uber,,,,,senior software engineer,Software,Senior,3.0,1.5,150000.0,0.0,25000.0,100000,,3/21/2016 14:05,other
911,shipwire,,,,,software engineer,Software,,4.0,2.0,91000.0,0.0,5.0,0,,3/21/2016 14:05,other
912,twitter,NY,US,38.0,-97.0,senior software engineer,Software,Senior,15.0,2.0,155000.0,0.0,0.0,325000,,3/21/2016 14:06,overDecade
918,salesforce,,,,,lead member of technical staff,Other,,10.0,5.0,150000.0,0.0,15000.0,30000,I love working here.,3/21/2016 14:06,other
919,consulting llc,,,,,technical architect,Other,,,3.0,92000.0,0.0,10000.0,0,,3/21/2016 14:06,other
922,costco,,,,,analyst,Data,,15.0,3.0,110000.0,0.0,0.0,0,,3/21/2016 14:06,overDecade
924,oracle,CA,US,38.0,-97.0,ux developer,Software,,10.0,5.0,100000.0,,,,,3/21/2016 14:07,other
927,1st4connect,,PK,30.0,70.0,software developer engineer,Software,,3.0,1.0,100000.0,,,,,3/21/2016 14:07,other
932,nike,OR,US,45.49,-122.8,senior technical project manager,Management,Senior,10.0,1.0,124000.0,0.0,0.0,0,,3/21/2016 14:07,other
934,fresh code,UT,US,40.75,-111.9,software engineer,Software,,5.0,0.5,95000.0,0.0,0.0,0,,3/21/2016 14:07,other
935,ericsson,,IE,53.0,-8.0,software engineer,Software,,4.0,1.0,40000.0,0.0,0.0,0,,3/21/2016 14:07,other
936,google,,,,,swe,Software,,15.0,5.0,130000.0,0.0,20000.0,~40000,,3/21/2016 14:07,overDecade
939,ak systems,NY,US,38.0,-97.0,software engineer,Software,,10.0,6.0,120000.0,,10000.0,,,3/21/2016 14:07,other
941,self-employed,,,,,consultant,Other,,3.0,3.0,300000.0,0.0,0.0,40000,Annual base pay is average between last year's revenue and this year's expected revenue,3/21/2016 14:08,other
944,freelance,,PE,-10.0,-76.0,software engineer,Software,,5.0,2.0,200000.0,0.0,0.0,40000,Rough (low end) estimate on salary. Hard to predict. Depends on workflow,3/21/2016 14:08,other
946,autodesk,,,,,senior software qa engineer,Software,Senior,8.0,5.0,108000.0,250.0,,30% Salary as Stock,"After 4 years, 6 week sabbatical",3/21/2016 14:08,other
948,cox automotive,VT,US,44.48,-73.22,ui developer,Software,,4.0,1.5,73500.0,0.0,5.0,0,,3/21/2016 14:08,other
950,square,,,,,software engineer,Software,,3.0,3.0,115000.0,0.0,0.0,60000,White guy here,3/21/2016 14:09,other
955,generic engineering consultant,,,,,consultant it/sec/infrastructure,Other,,15.0,1.0,105000.0,,4000.0,0,have I hit the ceiling?,3/21/2016 14:09,overDecade
956,formidable labs,,,,,senior front-end developer,Web,Senior,4.0,2.0,130000.0,0.0,12000.0,0,Good benefits,3/21/2016 14:09,other
957,mediamath,,,,,sr engagement associate,Other,Senior,3.0,1.0,57000.0,,,,,3/21/2016 14:09,other
958,state farm,AZ,US,33.45,-112.06,software developer,Software,,2.0,1.0,63000.0,4000.0,6000.0,,,3/21/2016 14:09,other
960,plain vanilla,,IS,65.0,-18.0,software developer,Software,,3.0,1.0,62000.0,0.0,0.0,0,,3/21/2016 14:09,other
963,directv,,,,,software engineer,Software,,2.0,2.0,80000.0,0.0,0.0,0,,3/21/2016 14:10,other
964,digitalocean,NY,US,38.0,-97.0,sre,Other,Senior,10.0,2.0,173000.0,25000.0,5000.0,,,3/21/2016 14:10,other
966,b2b,,,,,senior developer,Software,Senior,14.0,11.0,110000.0,0.0,0.0,0,,3/21/2016 14:10,overDecade
969,stealth startup,,,,,developer,Software,,10.0,0.0,46000.0,0.0,,,"Recently accepted offer, haven't started yet.",3/21/2016 14:10,other
970,shoretel,,,,,developer,Software,,8.0,4.0,80000.0,0.0,8000.0,0,"Bonus is dependent on company performance, said to be ~10% of salary for most people, but as an aquisition I'm not even eligible until 2017.",3/21/2016 14:10,other
972,johns hopkins,,,,,phd student,Other,,2.0,4.0,24000.0,0.0,0.0,0,,3/21/2016 14:10,other
973,logmein,,,,,senior software engineer,Software,Senior,4.0,2.0,110000.0,0.0,0.0,0,,3/21/2016 14:10,other
977,google,NY,US,38.0,-97.0,software engineer ii (level 3),Software,,4.0,1.0,117500.0,0.0,18000.0,45000,,3/21/2016 14:10,other
978,startup,,,,,sr. ops analyst,Data,Senior,2.0,1.5,70000.0,0.0,0.0,0,,3/21/2016 14:10,other
979,twitter,CA,US,37.77,-122.41,software engineer,Software,,3.0,1.0,140000.0,0.0,0.0,50000,,3/21/2016 14:10,other
983,self,,,,,telecom engineering consultant,Engineering,,22.0,20.0,200000.0,0.0,0.0,0,,3/21/2016 14:11,overDecade
984,audible,,,,,sde 2,Software,2,3.0,3.0,120000.0,15000.0,0.0,40000,,3/21/2016 14:11,other
985,amundi,,,,,it engineer,Engineering,,2.0,0.0,47000.0,,,,,3/21/2016 14:11,other
988,facebook,NC,US,38.0,-97.0,software engineer,Software,,12.0,2.0,198000.0,25000.0,40000.0,100000,,3/21/2016 14:11,overDecade
989,--,,,,,infrastructure engineer,Engineering,,10.0,,188000.0,0.0,0.0,,,3/21/2016 14:11,other
990,-,,AU,-27.0,133.0,senior software engineer,Software,Senior,15.0,1.0,115000.0,0.0,0.0,0,,3/21/2016 14:11,overDecade
991,workday,,,,,summer intern,Other,Intern,0.0,0.0,32.0,0.0,0.0,0,housing + food,3/21/2016 14:11,other
992,civil engineering company,,,,,project manager e.i,Management,,5.0,5.0,65000.0,0.0,0.0,0,,3/21/2016 14:11,other
993,l-mobile software solutions gmbh,,DE,51.0,9.0,software engineer,Software,,6.0,4.0,40000.0,0.0,0.0,0,,3/21/2016 14:11,other
997,bioinformatics company,,,,,internship,Other,Intern,0.0,0.0,12000.0,0.0,0.0,0,This is my final internship after which I will be graduating as a BS in Bioinformatics. The company has offered me a job for after graduation.,3/21/2016 14:12,other
998,intel,CA,US,38.67,-121.14,application developer,Software,,2.0,2.0,74000.0,6000.0,3000.0,15000,,3/21/2016 14:12,other
999,sovrn holdings,CO,US,40.02,-105.25,software engineer,Software,,6.0,1.0,105000.0,0.0,0.0,0,,3/21/2016 14:12,other
1003,,,CA,60.0,-95.0,software engineer (intermediate),Software,,7.0,0.0,100000.0,0.0,0.0,0,,3/21/2016 14:12,other
1004,small agency,,,,,web developer,Web,,4.0,2.0,62000.0,0.0,0.0,0,,3/21/2016 14:12,other
1006,thomson reuters,,,,,senior software engineer,Software,Senior,4.0,3.0,40000.0,,,,,3/21/2016 14:13,other
1007,vitelity communications,CO,US,39.76,-104.87,software engineer,Software,,5.0,3.0,70000.0,,,,Wore many hats. Decent place to work.,3/21/2016 14:13,other
1008,midsized company,,,,,data architect,Data,,1.0,1.0,74000.0,0.0,3000.0,5000,,3/21/2016 14:13,other
1009,amazon,CA,US,34.01,-118.49,sde i,Software,1,1.0,1.0,95000.0,27000.0,0.0,15000,,3/21/2016 14:13,other
1011,digitalocean,VA,US,38.0,-97.0,ruby engineer,Engineering,,10.0,1.0,130000.0,0.0,7000.0,15000,,3/21/2016 14:13,other
1012,misc,,,,,data scientist,Data,,1.0,1.0,55000.0,0.0,2000.0,0,,3/21/2016 14:13,other
1013,nvidia,,,,,software engineer ic2,Software,2,2.0,2.0,115000.0,,,,,3/21/2016 14:13,other
1017,tdispatch,,,,,senior developer,Software,Senior,15.0,1.0,60000.0,,,1%,,3/21/2016 14:13,overDecade
1019,photo hosting company,CA,US,37.41,-122.05,engineer,Engineering,,13.0,3.0,150000.0,0.0,2000.0,0,,3/21/2016 14:14,overDecade
1025,ixl learning,CA,US,37.57,-122.32,sr. software engineer,Software,Senior,4.0,3.0,125000.0,0.0,0.0,0,,3/21/2016 14:14,other
1026,mitre,MA,US,38.0,-97.0,lead software systems engineer,Software,,10.0,6.0,111500.0,3500.0,0.0,0,,3/21/2016 14:14,other
1027,ibm,SC,US,38.0,-97.0,senior systems analyst,Data,Senior,16.0,10.0,94000.0,,0.0,,,3/21/2016 14:14,overDecade
1028,google,,,,,software engineer,Software,,2.5,1.5,108000.0,,19000.0,52000,,3/21/2016 14:14,other
1029,6 person startup,CA,US,37.77,-122.41,software engineer,Software,,2.0,0.0,105000.0,5000.0,,,,3/21/2016 14:14,other
1030,wovenware,,,,,software developer,Software,,3.0,0.25,45000.0,0.0,3000.0,0,,3/21/2016 14:14,other
1032,google,,,,,sde,Software,,0.0,0.0,110.0,5.0,15.0,45,New Hire - College Grad (MS),3/21/2016 14:14,other
1033,self,MN,US,44.96,-93.26,senior front-end/full-stack developer,Web,Senior,8.0,,135000.0,,,,,3/21/2016 14:14,other
1035,expedia,,,,,software development engineer ii,Software,2,3.0,3.0,105000.0,0.0,12000.0,0,,3/21/2016 14:15,other
1036,microsoft,,,,,support escalation engineer,Engineering,,10.0,3.0,85320.0,4000.0,5000.0,"$4,000 ",,3/21/2016 14:15,other
1038,cgi,,CA,60.0,-95.0,senior consultant,Other,Senior,5.0,4.0,40000.0,0.0,800.0,3%,,3/21/2016 14:15,other
1040,ecommerce startup,UT,US,40.75,-111.9,magento developer,Software,,6.0,1.5,37500.0,0.0,15.0,,flexible hours; 5-minute commute; socially progressive atmosphere,3/21/2016 14:15,other
1041,state of california,CA,US,38.58,-121.49,staff programmer,Other,,4.0,3.0,65000.0,,,,Defined Benefit Pension,3/21/2016 14:15,other
1042,startup,,AU,-27.0,133.0,senior software engineer,Software,Senior,15.0,4.0,85000.0,0.0,0.0,0,,3/21/2016 14:15,overDecade
1043,dish,CO,US,39.82,-105.1,software engineer,Software,,1.0,1.0,70000.0,0.0,0.0,0,,3/21/2016 14:15,other
1044,uppsala,,SE,62.0,15.0,post-doc,Other,,6.0,6.0,51000.0,,,,,3/21/2016 14:15,other
1051,rentpath,,,,,sr software engineer,Software,Senior,5.0,4.0,108000.0,,,,,3/21/2016 14:16,other
1052,google,,,,,developer programs engineer,Software,,,,114000.0,,,,,3/21/2016 14:16,other
1053,the motley fool,VA,US,38.86,-77.05,systems administrator,Management,,5.0,2.0,85000.0,0.0,,,,3/21/2016 14:16,other
1054,ut dallas,TX,US,38.0,-97.0,programmer iii,Other,3,4.0,2.5,67500.0,0.0,0.0,0,,3/21/2016 14:16,other
1055,teradata,,,,,software engineer,Software,,6.0,3.0,78000.0,0.0,300.0,0,,3/21/2016 14:16,other
1058,datis hr cloud,FL,US,27.95,-82.48,software developer,Software,,15.0,0.0,115000.0,5000.0,2500.0,0,,3/21/2016 14:16,overDecade
1059,reddit,,,,,software engineer,Software,,15.0,1.0,150000.0,,,,,3/21/2016 14:16,overDecade
1061,radius,,,,,software engineer,Software,,5.0,2.0,135000.0,0.0,0.0,30000,,3/21/2016 14:16,other
1062,lever,,,,,it administrator,Management,,10.0,1.0,75000.0,5000.0,,,,3/21/2016 14:16,other
1063,microsoft,WA,US,47.68,-122.12,software engineer,Software,,7.0,7.0,144000.0,0.0,20000.0,10000,,3/21/2016 14:16,other
1064,ibm,TX,US,30.26,-97.74,software engineer,Software,,1.0,1.0,101000.0,10000.0,,,,3/21/2016 14:16,other
1065,washington post,WA,US,38.0,-97.0,full stack developer,Web,,,,80000.0,5000.0,0.0,0,,3/21/2016 14:17,other
1066,big  via middleman agency,,FR,46.0,2.0,front-end engineer,Web,,5.0,3.0,42000.0,1000.0,0.0,0,,3/21/2016 14:17,other
1067,springfield power company,CO,US,38.0,-97.0,nuclear safety inspector,Other,,30.0,30.0,24395.8,0.0,0.0,0,,3/21/2016 14:17,overDecade
1068,small agency,,,,,front-end developer,Web,,5.0,0.25,41238.0,,,No Stock,,3/21/2016 14:17,other
1069,groupon,,,,,production engineer,Engineering,,7.0,2.5,125000.0,10000.0,,500,,3/21/2016 14:17,other
1074,ssu,,,,,web developer,Web,,5.0,1.0,550000.0,0.0,0.0,0,,3/21/2016 14:17,other
1075,ontact,UT,US,40.75,-111.9,senior software engineer,Software,Senior,7.0,4.0,95000.0,0.0,8000.0,0,,3/21/2016 14:18,other
1076,small consulting firm,VA,US,38.86,-77.05,software developer,Software,,0.5,0.5,70000.0,5000.0,,,,3/21/2016 14:18,other
1080,accenture,WA,US,38.0,-97.0,analyst,Data,,2.0,2.0,72000.0,5000.0,5000.0,1000,,3/21/2016 14:18,other
1084,client in hr,,FR,46.0,2.0,developer,Software,,1.0,1.0,25000.0,0.0,0.0,0,,3/21/2016 14:19,other
1085,school of visual arts,NY,US,40.71,-73.99,systems administration,Management,,15.0,3.0,45000.0,,,No,"Free Tuition for any degree include family or relative, free Lynda.com, hourly 24.00 - 31.00",3/21/2016 14:19,overDecade
1087,onera,,FR,46.0,2.0,phd candidate,Other,,5.0,4.0,32000.0,0.0,0.0,0,PhD candidates dont get paid well,3/21/2016 14:19,other
1088,amazon,WA,US,47.61,-122.33,technical program manager,Management,,10.0,0.0,130000.0,37000.0,,20000,,3/21/2016 14:19,other
1091,think big,CA,US,37.41,-122.05,senior data engineer,Data,Senior,5.0,4.0,145000.0,0.0,15000.0,8000,,3/21/2016 14:19,other
1093,microsoft,WA,US,47.68,-122.12,software engineer ii,Software,2,7.0,7.0,128000.0,30000.0,10000.0,8000,,3/21/2016 14:19,other
1094,(private),MA,US,42.35,-71.06,creative director + designer/developer,Management,,12.0,4.0,100000.0,0.0,0.0,0,Retirement benefits very good... ~7% to ~14% (age/salary dependent),3/21/2016 14:22,overDecade
1097,dropbox,,,,,online marketing,Other,,5.0,1.0,110000.0,25000.0,0.0,40000,,3/21/2016 14:19,other
1098,pricewaterhousecoopers,,AU,-27.0,133.0,senior software engineer,Software,Senior,5.0,1.0,97000.0,0.0,2000.0,0,,3/21/2016 14:20,other
1100,apple,,,,,software engineer,Software,,2.0,2.0,118000.0,20000.0,10000.0,100000,,3/21/2016 14:20,other
1103,i,,,,,not,Other,,,,,,,WITH,WOMAN,3/21/2016 14:20,other
1104,gest,,,,,ceo,Management,,1.0,1.0,36000.0,0.0,0.0,0,,3/21/2016 14:20,other
1105,microsoft,,,,,software engineer i,Software,1,1.0,1.0,105000.0,15000.0,10000.0,"17,500",,3/21/2016 14:20,other
1106,kbc,,BE,50.83,4.0,data scientist,Data,,5.0,2.0,69000.0,0.0,5000.0,0,,3/21/2016 14:20,other
1107,ebay,,,,,mts,Other,,6.0,1.0,195000.0,10000.0,20000.0,"~150,000",,3/21/2016 14:20,other
1112,startup (15-20 people),CA,US,37.77,-122.41,senior software engineer,Software,Senior,6.0,0.5,150000.0,,,,,3/21/2016 14:21,other
1113,epic systems,WI,US,42.98,-89.53,software developer,Software,,0.9,0.9,95000.0,10000.0,,0,"Small bonus, but it appeared to be company wide instead of performance based.",3/21/2016 14:21,other
1117,ibm,,,,,graduate software developer,Software,,2.5,1.5,44000.0,0.0,0.0,0,,3/21/2016 14:21,other
1118,facebook,,,,,software engineer,Software,,1.0,1.0,135000.0,50000.0,30000.0,30000,,3/21/2016 14:21,other
1119,advertising,,,,,lead backend developer,Software,,5.0,1.0,42000.0,,2000.0,,,3/21/2016 14:21,other
1120,bah,MD,US,38.0,-97.0,senior software engineer,Software,Senior,15.0,1.0,101000.0,0.0,0.0,0,,3/21/2016 14:21,overDecade
1122,freelance,OR,US,45.44,-122.52,front-end developer,Web,,1.0,1.0,75000.0,,,,,3/21/2016 14:22,other
1123,microsoft,WA,US,47.68,-122.12,service engineer,Engineering,,3.0,1.0,105000.0,5000.0,,,,3/21/2016 14:22,other
1126,hcl america,WA,US,47.68,-122.12,system administrator,Management,,10.0,2.0,55000.0,0.0,0.0,0,Contracting at Microsoft,3/21/2016 14:22,other
1128,fcsa,NE,US,41.15,-95.92,software engineer - consultant,Software,,12.0,1.0,150000.0,0.0,0.0,0,,3/21/2016 14:22,overDecade
1129,lc holdings ltd,,,,,software developer,Software,,15.0,12.0,130000.0,,,,,3/21/2016 14:22,overDecade
1133,life time fitness,CO,US,39.96,-105.14,software engineer,Software,,5.0,1.0,75000.0,0.0,0.0,,,3/21/2016 14:22,other
1134,ergon energy,,AU,-27.0,133.0,senior telecommunications specialist,Other,Senior,10.0,1.0,1250000.0,0.0,0.0,0,,3/21/2016 14:22,other
1135,nav canada,,CA,60.0,-95.0,software developer,Software,,5.0,1.0,83000.0,0.0,0.0,0,Unionized with collective agreement,3/21/2016 14:22,other
1137,billups,OR,US,45.4,-122.68,director of product management,Management,,15.0,1.0,135000.0,0.0,0.0,0,,3/21/2016 14:22,overDecade
1146,reply spa,,DE,51.0,9.0,consultant,Other,,0.0,0.0,45000.0,0.0,0.0,0,,3/21/2016 14:23,other
1148,bitdefender srl,,OM,21.0,57.0,software engineer,Software,,2.0,2.0,21500.0,0.0,0.0,0,,3/21/2016 14:23,other
1151,segment,,,,,operations,Operations,,2.0,1.0,105000.0,0.0,0.0,5000,,3/21/2016 14:24,other
1159,private internet access,,,,,media,Other,,20.0,7.0,36000.0,0.0,0.0,0,,3/21/2016 14:24,overDecade
1162,buffer,ON,CA,60.0,-95.0,mobile engineering lead,Engineering,,6.0,2.0,103595.0,0.0,0.0,0,,3/21/2016 14:24,other
1164,amazon,,,,,sde 1,Software,1,3.0,1.5,115000.0,65000.0,3000.0,35253,"Stock schedule is backloaded (year 1: 5%, year 2: 15%, year 2.5: 20%, year 3: 20%, year 3.5: 20%, and year 4: 20%) and signing bonus is over 2 years. Total value of stock is now $141k, but was $90k at time of signing. ",3/21/2016 14:24,other
1165,innova bilisim,,,,,application development specialist,Software,,3.0,2.0,54000.0,0.0,4000.0,,,3/21/2016 14:24,other
1166,eastman chemical company,TN,US,36.52,-82.55,accountant,Other,,2.0,2.0,62000.0,2500.0,,,,3/21/2016 14:24,other
1167,deoitte,,,,,consultant,Other,,1.0,1.0,70000.0,5000.0,0.0,0,,3/21/2016 14:24,other
1169,centurylink,CO,US,39.82,-105.1,software engineer,Software,,3.0,1.0,80000.0,0.0,4000.0,0,,3/21/2016 14:25,other
1174,microsoft,WA,US,47.68,-122.12,senior software engineer,Software,Senior,4.0,4.0,147000.0,5000.0,26000.0,22000,,3/21/2016 14:25,other
1177,edgecase,,,,,web developer,Web,,2.0,1.0,55000.0,0.0,0.0,,,3/21/2016 14:25,other
1179,freelance,,CH,47.0,8.0,software security engineer,Software,,10.0,0.0,140000.0,0.0,20000.0,0,,3/21/2016 14:25,other
1181,general electric,,,,,sr software engineer,Software,Senior,6.5,3.0,136000.0,0.0,13600.0,6000,,3/21/2016 14:25,other
1187,rackspace,TX,US,30.26,-97.74,software engineer,Software,,5.0,,135000.0,0.0,15.0,,,3/21/2016 14:26,other
1189,transferwise,,,,,software engineer,Software,,2.5,1.0,45000.0,0.0,0.0,0,,3/21/2016 14:26,other
1190,thermo fisher scientific,MA,US,42.63,-71.32,software engineer ii,Software,2,3.0,2.0,84000.0,5000.0,4000.0,0,,3/21/2016 14:26,other
1192,protolabs,MN,US,38.0,-97.0,analyst,Data,,3.0,1.0,45000.0,,1500.0,5%,,3/21/2016 14:26,other
1194,of illinois,IL,US,40.11,-88.26,communications specialist,Other,,6.0,3.0,58000.0,,,,Excellent benefits including 24 paid days off a year PLUS holidays.,3/21/2016 14:27,other
1200,google,CA,US,37.41,-122.05,web solutions engineer,Web,,10.0,1.0,120000.0,0.0,18000.0,28000,,3/21/2016 14:27,other
1202,orbitz,,,,,software engineer,Software,,6.0,3.0,780000.0,0.0,3500.0,0,"Orbitz is very cheap when it comes to giving increments or salaries and now when Expedia has taken over... Forget the increments... My felllow ""scrappy"" Orbitz engineers, Run! Run!! Run!!!!!",3/21/2016 14:27,other
1204,paypal,MD,US,38.0,-97.0,software engineer,Software,,1.0,1.0,80000.0,10000.0,10.0,"$2,500 ",Stock is $10m000 over 4 years.,3/21/2016 14:27,other
1205,-,,,,,devops engineer,Engineering,,12.0,2.0,128000.0,0.0,4000.0,"Don't recall. Options are given, not RSUs.","Great place to work but the salary is very atypical within the company and region. Only got it due to existing connections. Thus, company is not named.",3/21/2016 14:27,overDecade
1206,undisclosed,OR,US,45.44,-122.52,sr. support engineer,Engineering,Senior,15.0,4.0,97000.0,0.0,0.0,"50,000",,3/21/2016 14:28,overDecade
1207,mozilla,,,,,engineering manager,Management,,15.0,6.0,132000.0,0.0,35000.0,0,,3/21/2016 14:28,overDecade
1208,indiana,,IN,20.0,77.0,it systems specialist,Other,,10.0,1.0,85000.0,0.0,0.0,0,,3/21/2016 14:28,other
1209,bitdefender srl,,,,,software engineer,Software,,10.0,10.0,100000.0,20000.0,10000.0,0,,3/21/2016 14:35,other
1215,startup,,,,,ui lead,Other,,10.0,2.0,105000.0,0.0,0.0,0,,3/21/2016 14:28,other
1218,uber technologies,,,,,software engineer,Software,,4.0,1.0,140000.0,0.0,50000.0,200000,,3/21/2016 14:28,other
1221,ibm,CA,US,33.74,-117.76,staff software engineer,Software,,4.0,4.0,88800.0,0.0,1000.0,0,,3/21/2016 14:28,other
1222,amazon,,,,,software engineer,Software,,8.0,2.0,140000.0,0.0,0.0,,,3/21/2016 14:29,other
1226,interviewjet,NY,US,38.0,-97.0,head of talent,Other,,2.0,1.0,50000.0,0.0,0.0,0,"We're a mostly self-funded startup, so salaries are lower but commission is decent.",3/21/2016 14:29,other
1227,philips,,NL,52.5,5.75,software engineer,Software,,6.0,3.0,55000.0,6000.0,,,,3/21/2016 14:29,other
1231,intuit,,,,,software engineer,Software,,3.0,2.0,95000.0,5000.0,5000.0,,,3/21/2016 14:30,other
1232,softvision,,,,,full-stack developer,Web,,5.0,5.0,42000.0,3000.0,0.0,0,,3/21/2016 14:30,other
1235,ericsson,,HU,47.0,20.0,software developer,Software,,10.0,10.0,28000.0,0.0,1500.0,0,,3/21/2016 14:30,other
1237,apple,CA,US,37.3,-122.09,firmware engineer,Engineering,,5.0,4.0,120000.0,10000.0,10000.0,35000,,3/21/2016 14:30,other
1238,metova,,,,,android developer,Software,,7.0,0.25,85000.0,0.0,0.0,0,"+5.33 hours PTO per pay period (bi-monthly)
Bi-annual reviews w/ possibility for raises",3/21/2016 14:30,other
1240,amazon,NY,US,38.0,-97.0,sde2,Software,2,8.0,3.0,140000.0,40000.0,0.0,100000,,3/21/2016 14:32,other
1244,hp,,,,,lead ios engineer,Engineering,,5.0,2.5,84000.0,0.0,1000.0,0,,3/21/2016 14:31,other
1246,of california,,,,,graduate student,Other,,6.0,4.0,32500.0,0.0,0.0,0,Some perspective.,3/21/2016 14:31,other
1247,patientsky,,,,,software developer,Software,,6.0,1.0,80000.0,,,,,3/21/2016 14:31,other
1249,microsoft,,,,,software engineer,Software,,4.0,1.5,104000.0,20000.0,10000.0,15000,,3/21/2016 14:31,other
1252,toyota,CA,US,33.67,-117.9,senior javascript engineer,Engineering,Senior,9.0,1.0,124000.0,0.0,5000.0,0,,3/21/2016 14:31,other
1253,aaaa,,,,,asdasdd,Other,,12.0,12.0,123123.0,12.0,12.0,123,adasd,3/21/2016 14:32,overDecade
1255,george mason,VA,US,38.86,-77.05,assistant professor,Other,,4.0,4.0,102000.0,0.0,20400.0,0,,3/21/2016 14:32,other
1258,crytek,,DE,51.0,9.0,web developer,Web,,8.0,1.0,50000.0,0.0,0.0,0,,3/21/2016 14:32,other
1261,placed,,,,,big data engineer,Data,,1.0,0.0,68500.0,0.0,0.0,110,,3/21/2016 14:33,other
1262,bisite research group,,ES,40.0,-4.0,intern software engineer,Software,Intern,4.0,0.0,5160.0,0.0,0.0,0,,3/21/2016 14:33,other
1266,qualcomm,CO,US,38.0,-97.0,senior engineer,Engineering,Senior,4.0,4.0,120000.0,20000.0,5000.0,10000,,3/21/2016 14:33,other
1267,a law firm,,,,,web developer,Web,,2.0,1.0,75000.0,0.0,5000.0,0,,3/21/2016 14:33,other
1268,apple,,,,,analyst,Data,,5.0,2.0,105000.0,,,,,3/21/2016 14:33,other
